esp_besch_0022	seré<div>serás</div><div>será</div><div>seremos</div><div>seréis</div><div>serán</div>	ser (être) - (indicatif futur)	Conjugaison	Haber, ser et estar	2. Ser (être)
esp_besch_0023	habré sido<div>habrás sido</div><div>habrá sido</div><div>habremos sido</div><div>habréis sido</div><div>habrán sido</div>	ser (être) - (indicatif future antérieur)	Conjugaison	Haber, ser et estar	2. Ser (être)
esp_besch_0024	sería&nbsp;<div>serías</div><div>sería</div><div>seríamos</div><div>seríais</div><div>serían</div>	ser (être) - (indicatif conditionnel)	Conjugaison	Haber, ser et estar	2. Ser (être)
esp_besch_0025	habría sido<div>habrías sido</div><div>habría sido</div><div>habríamos sido</div><div>habríais sido</div><div>habrían sido</div>	ser (être) - (indicatif conditionnel passé)	Conjugaison	Haber, ser et estar	2. Ser (être)
esp_besch_0026	sea<div>seas</div><div>sea</div><div>seamos</div><div>seáis</div><div>sean</div>	ser (être) - (subjonctif présent)	Conjugaison	Haber, ser et estar	2. Ser (être)
esp_besch_0027	haya sido<div>hayas sido</div><div>haya sido</div><div>hayamos sido</div><div>hayaís sido</div><div>hayan sido</div>	ser (être) - (subjonctif passé composé)	Conjugaison	Haber, ser et estar	2. Ser (être)
esp_besch_0028	fuera / fuese<div>fueras / fueses</div><div>fuera / fuese</div><div>fuéramos / fuésemos</div><div>fuerais / fueseis</div><div>fueran / fuesen</div>	ser (être) - (subjonctif imparfait)	Conjugaison	Haber, ser et estar	2. Ser (être)
esp_besch_0029	hubiera / hubiese sido<div>hubieras / hubieses sido</div><div>hubiera / hubiese sido</div><div>hubiéramos / hubiésemos sido</div><div>hubierais / hubieseis sido</div><div>hubieran / hubiesen sido</div>	ser (être) - (subjonctif plus-que-parfait)	Conjugaison	Haber, ser et estar	2. Ser (être)
esp_besch_0030	sé (tú)<div>sed (vosotros)</div>	ser (être) - (impératif présent)	Conjugaison	Haber, ser et estar	2. Ser (être)
esp_besch_0031	estar (infinitif)<div>estando (gérondif)</div><div>estado (participe)</div>	estar (être) &nbsp;- (formes non personnelles simple)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0032	haber estado (infinitif)<div>habiendo estado (gérondif)</div>	estar (être) - (formes non personnelles composées)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0033	estoy<div>estás</div><div>está</div><div>estamos</div><div>estáis</div><div>están</div>	estar (être) - (indicatif présent)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0034	he estado<div>has estado</div><div>ha estado</div><div>hemos estado</div><div>habéis estado</div><div>han estado</div>	estar (être) - (indicatif passé composé)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0035	estaba<div>estabas</div><div>estaba</div><div>estábamos</div><div>estabais</div><div>estaban</div>	estar (être) - (indicatif imparfait)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0036	había estado<div>habías estado</div><div>había estado</div><div>habíamos estado</div><div>habíais estado</div><div>habían estado</div>	estar (être) - (indicatif plus-que-parfait)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0037	estuve&nbsp;<div>estuviste</div><div>estuvo</div><div>estuvimos</div><div>estuvisteis</div><div>estuvieron</div>	estar (être) - (indicatif passé simple)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0038	hube estado<div>hubiste estado</div><div>hubo estado</div><div>hubimos estado</div><div>hubisteis estado</div><div>hubieron estado</div>	estar (être) - (indicatif passé antérieur)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0039	estaré<div>estarás</div><div>estará</div><div>estaremos</div><div>estaréis</div><div>estarán</div>	estar (être) - (indicatif futur)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0040	habré estado<div>habrás estado</div><div>habrá estado</div><div>habremos estado</div><div>habréis estado</div><div>habrán estado</div>	estar (être) - (indicatif future antérieur)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0041	estaría<div>estarías</div><div>estaría</div><div>estaríamos</div><div>estaríais</div><div>estarían</div>	estar (être) - (indicatif conditionnel présent)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0042	habría estado<div>habrías estado</div><div>habría estado</div><div>habríamos estado</div><div>habríais estado</div><div>habrían estado</div>	estar (être) - (indicatif conditionnel passé)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0043	esté<div>estés</div><div>esté</div><div>estemos</div><div>estéis</div><div>estén</div>	estar (être) - (subjonctif présent)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0044	haya estado<div>hayas estado</div><div>haya estado</div><div>hayamos estado</div><div>hayáis estado</div><div>hayan estado</div>	estar (être) - (subjonctif passé composé)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0045	estuviera / estuviese<div>estuvieras / estuvieses</div><div>estuviera / estuviese</div><div>estuviéramos / estuviésemos</div><div>estuvierais / estuvieseis</div><div>estuvieran / estuviesen</div>	estar (être) - (subjonctif imparfait)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0046	hubiera / hubiese estado<div>hubieras / hubieses estado</div><div>hubiera / hubiese estado</div><div>hubiéramos / hubiésemos estado</div><div>hubierais / hubieseis estado</div><div>hubieran / hubiesen estado</div>	estar (être) - (subjonctif plus-que-parfait)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0047	está (tú)<div>estad (vosotros)</div>	estar (être) - (impératif)	Conjugaison	Haber, ser et estar	3. Estar (être)
esp_besch_0048	(infinitif) amar / haber amado <div>(gérondif) amando / habiendo amado </div><div>(participe) amado </div>	amar (aimer) – formes non personnelles	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0049	amo<div>amas</div><div>ama</div><div>amamos</div><div>amáis</div><div>aman</div>	amar (aimer) – indicatif présent	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0050	he amado<div>has amado</div><div>ha amado</div><div>hemos amado</div><div>habéis amado</div><div>han amado</div>	amar (aimer) – indicatif passé composé	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0051	amaba<div>amabas</div><div>amaba</div><div>amábamos</div><div>amabais</div><div>amaban</div>	amar (aimer) – indicatif imparfait	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0052	había amado<div>habías amado</div><div>había amado</div><div>habíamos amado</div><div>habíais amado</div><div>habían amado</div>	amar (aimer) – indicatif plus-que-parfait	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0053	amé<div>amaste</div><div>amó</div><div>amamos</div><div>amasteis</div><div>amaron</div>	amar (aimer) – indicatif passé simple	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0054	hube amado<div>hubiste amado</div><div>hubo amado</div><div>hubimos amado</div><div>hubisteis amado</div><div>hubieron amado</div>	amar (aimer) – indicatif passé antérieur	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0055	amaré<div>amarás</div><div>amará</div><div>amaremos</div><div>amaréis</div><div>amarán</div>	amar (aimer) – indicatif futur	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0056	habré amado<div>habrás amado</div><div>habrá amado</div><div>haremos amado</div><div>habréis amado</div><div>habrán amado</div>	amar (aimer) – indicatif futur antérieur	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0057	amaría<div>amarías</div><div>amaría</div><div>amaríamos</div><div>amaríais</div><div>amarían</div>	amar (aimer) – indicatif conditionnel	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0058	habría amado<div>habrías amado</div><div>habría amado</div><div>habríamos amado</div><div>habríais amado</div><div>habrían amado</div>	amar (aimer) – indicatif conditionnel passé	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0059	ame<div>ames</div><div>ame</div><div>amemos</div><div>améis</div><div>amen</div>	amar (aimer) – subjonctif présent	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0060	haya amado<div>hayas amado</div><div>haya amado</div><div>hayamos amado</div><div>hayáis amado</div><div>hayan amado</div>	amar (aimer) – subjonctif passé composé	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0061	amara / amase<div>amaras / amases</div><div>amara / amase</div><div>amáramos / amásemos</div><div>amarais / amaseis</div><div>amaran / amasen</div>	amar (aimer) – subjonctif imparfait	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0062	hubiera / hubiese amado<div>hubieras / hubieses amado</div><div>hubiera / hubiese amado</div><div>hubiéramos / hubiésemos amado</div><div>hubierais / hubieses hamado</div><div>hubieran / hubiesen Amado</div>	amar (aimer) – subjonctif plus-que-parfait	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0063	ama (tú) <div>amad (vosotros) </div>	beber (boire) – impératif	Conjugaison	Verbes réguliers	4. Amar (aimer) : 1er groupe
esp_besch_0064	(infinitif) beber / haber bebido <div>(gérondif) bebiendo / habiendo bebido </div><div>(participe) bebido </div>	beber (boire) – formes non personnelles	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0065	bebo<div>bebes</div><div>bebe</div><div>bebemos</div><div>bebéis</div><div>beben</div>	beber (boire) – indicatif présent	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0066	he bebido<div>has bebido</div><div>ha bebido</div><div>hemos bebido </div><div>habéis bebido</div><div>han bebido</div>	beber (boire) – indicatif passé composé	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0067	bebía<div>bebías</div><div>bebía</div><div>bebíamos</div><div>bebíais</div><div>bebían</div>	beber (boire) – indicatif imparfait	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0068	había bebido<div>habías bebido</div><div>había bebido</div><div>habíamos bebido</div><div>habíais bebido</div><div>habían bebido</div>	beber (boire) – indicatif plus-que-parfait	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0069	bebí<div>bebiste</div><div>bebió</div><div>bebimos</div><div>bebisteis</div><div>bebieron</div>	beber (boire) – indicatif passé simple	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0070	hube bebido<div>hubiste bebido</div><div>hubo bebido</div><div>hubimos bebido</div><div>hubisteis bebido</div><div>hubieron bebido</div>	beber (boire) – indicatif passé antérieur	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0071	beberé<div>beberás</div><div>beberás</div><div>beberemos</div><div>beberéis</div><div>beberán</div>	beber (boire) – indicatif futur	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0072	habré bebido<div>habrás bebido</div><div>habrá bebido</div><div>habremos bebido</div><div>habréis bebido</div><div>habrán bebido</div>	beber (boire) – indicatif futur antérieur	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0073	bebería<div>beberías</div><div>bebería</div><div>beberíamos</div><div>beberíais</div><div>beberían</div>	beber (boire) – indicatif conditionnel	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0074	habría bebido<div>habrías bebido</div><div>habría bebido</div><div>habríamos bebido</div><div>habríais bebido</div><div>habrían bebido</div>	beber (boire) – indicatif conditionnel passé	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0075	beba<div>bebas</div><div>beba</div><div>bebamos</div><div>bebáis</div><div>beban</div>	beber (boire) – subjonctif présent	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0076	haya bebido<div>hayas bebido</div><div>haya bebido</div><div>hayamos bebido</div><div>hayáis bebido</div><div>hayan bebido</div>	beber (boire) – subjonctif passé composé	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0077	bebiera / bebiese <div>bebieras / bebieses</div><div>bebiera / bebiese</div><div>bebiéramos / bebiésemos</div><div>bebierais / bebieseis</div><div>bebiera / bebiesen</div>	beber (boire) – subjonctif imparfait	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0078	hubiera / hubiese bebido<div>hubieras / hubieses bebido</div><div>hubiera / hubiese bebido</div><div>hubiéramos / hubiésemos bebido</div><div>hubierais / hubieseis bebido</div><div>hubieran / hubiesen bebido</div>	beber (boire) – subjonctif plus-que-parfait	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0079	bebe (tú) <div>bebed (vosotros) </div>	beber (boire) – impératif	Conjugaison	Verbes réguliers	5. Beber (boire) : 2eme groupe
esp_besch_0080	(infinitif) vivir / haber vivido <div>(gérondif) viviendo / habiendo vivido </div><div>(participe) vivido </div>	vivir (vivre) – formes non personnelles	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0081	vivo<div>vives</div><div>vive</div><div>vivimos</div><div>vivís</div><div>viven</div>	vivir (vivre) – indicatif présent	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0082	he vivido<div>has vivido</div><div>ha vivido</div><div>hemos vivido </div><div>habéis vivido</div><div>han vivido</div>	vivir (vivre) – indicatif passé composé	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0083	vivía<div>vivías</div><div>vivía</div><div>vivíamos</div><div>vivíais</div><div>vivían</div>	vivir (vivre) – indicatif imparfait	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0084	había vivido<div>habías vivido</div><div>había vivido</div><div>habíamos vivido</div><div>habíais vivido</div><div>habían vivido</div>	vivir (vivre) – indicatif plus-que-parfait	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0085	viví<div>viviste</div><div>vivió</div><div>vivimos</div><div>vivisteis</div><div>vivieron</div>	vivir (vivre) – indicatif passé simple	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0086	hube vivido<div>hubiste vivido</div><div>hubo vivido</div><div>hubimos vivido</div><div>hubisteis vivido</div><div>hubieron vivido</div>	vivir (vivre) – indicatif passé antérieur	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0087	viviré<div>vivirás</div><div>vivirá</div><div>viviremos</div><div>viviréis</div><div>vivirán</div>	vivir (vivre) – indicatif futur	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0088	habré vivido<div>habrás vivido</div><div>habrá vivido</div><div>habremos vivido</div><div>habréis vivido</div><div>habrán vivido</div>	vivir (vivre) – indicatif futur antérieur	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0089	viviría<div>vivirías</div><div>viviría</div><div>viviríamos</div><div>viviríais</div><div>vivirían</div>	vivir (vivre) – indicatif conditionnel	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0090	habría vivido<div>habrías vivido</div><div>habría vivido</div><div>habríamos vivido</div><div>habríais vivido</div><div>habrían vivido</div>	vivir (vivre) – indicatif conditionnel passé	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0091	viva<div>vivas</div><div>viva</div><div>vivamos</div><div>viváis</div><div>vivan</div>	vivir (vivre) – subjonctif présent	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0092	haya vivido<div>hayas vivido</div><div>haya vivido</div><div>hayamos vivido</div><div>hayáis vivido</div><div>hayan vivido</div>	vivir (vivre) – subjonctif passé composé	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0093	viviera / viviese<div>vivieras / vivieses</div><div>viviera / viviese</div><div>viviéramos / viviésemos</div><div>vivierais / vivieseis</div><div>vivieran / viviesen</div>	vivir (vivre) – subjonctif imparfait	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0094	hubiera / hubiese vivido<div>hubieras / hubieses vivido</div><div>hubiera / hubiese vivido</div><div>hubiéramos / hubiésemos vivido</div><div>hubierais / hubieseis vivido</div><div>hubieran / hubiesen vivido</div>	vivir (vivre) – subjonctif plus-que-parfait	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0095	vive (tú) <div>vivid (vosotros) </div>	vivir (vivre) – impératif	Conjugaison	Verbes réguliers	6. Vivir (vivre) : 2eme groupe
esp_besch_0096	anduve<div>anduviste</div><div>anduvo</div><div>anduvismo</div><div>anduvisteis</div><div>anduvieron</div>	andar (marcher) - indicatif passé simple	Conjugaison	Verbes irréguliers	7. Andar (marcher) : 1er groupe (amar)
esp_besch_0097	anduviera / anduviese<div>anduvieras / anduvieses</div><div>anduviera / anduviese</div><div>anduviéramos / anduviésemos</div><div>anduvierais / anduvieseis</div><div>anduvieran / anduviesen</div>	andar (marcher) - subjonctif imparfait	Conjugaison	Verbes irréguliers	7. Andar (marcher) : 1er groupe (amar)
esp_besch_0098	quepo<div>cabes</div><div>cabe</div><div>cabemos</div><div>cabéis</div><div>caben</div>	caber (tenir) - indicatif présent	Conjugaison	Verbes irréguliers	8. Caber (tenir) : 2e groupe (beber)
esp_besch_0099	cupe<div>cupiste</div><div>cupo</div><div>cupimos</div><div>cupisteis</div><div>cupieron</div>	caber (tenir) - indicatif passé simple	Conjugaison	Verbes irréguliers	8. Caber (tenir) : 2e groupe (beber)
esp_besch_0100	cabré...	caber (tenir) - indicatif futur	Conjugaison	Verbes irréguliers	8. Caber (tenir) : 2e groupe (beber)
esp_besch_0101	cabría...	caber (tenir) - indicatif conditionnel	Conjugaison	Verbes irréguliers	8. Caber (tenir) : 2e groupe (beber)
esp_besch_0102	quepa...	caber (tenir) - subjonctif présent	Conjugaison	Verbes irréguliers	8. Caber (tenir) : 2e groupe (beber)
esp_besch_0103	cupiera/cupiese...	caber (tenir) - subjonctif imparfait	Conjugaison	Verbes irréguliers	8. Caber (tenir) : 2e groupe (beber)
esp_besch_0104	(infinitif) &nbsp; &nbsp; &nbsp; caer &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp; &nbsp; haber caído<div>(gérondif) &nbsp; &nbsp;cayendo &nbsp; &nbsp;- &nbsp;habiendo caído</div><div>(participe) &nbsp; &nbsp;caído&nbsp;</div>	caer (tomber) - formes non personnelles	Conjugaison	Verbes irréguliers	9. Caer (tomber) : 2e groupe (beber)
esp_besch_0105	caigo<div>caes</div><div>cae</div><div>caemos</div><div>caéis</div><div>caen</div>	caer (tomber) - indicatif présent	Conjugaison	Verbes irréguliers	9. Caer (tomber) : 2e groupe (beber)
esp_besch_0106	caí<div>caíste</div><div>cayó</div><div>caímos</div><div>caísteis</div><div>cayeron</div>	caer (tomber) - indicatif passé simple	Conjugaison	Verbes irréguliers	9. Caer (tomber) : 2e groupe (beber)
esp_besch_0107	caiga...	caer (tomber) - subjonctif présent	Conjugaison	Verbes irréguliers	9. Caer (tomber) : 2e groupe (beber)
esp_besch_0108	cayera/cayese...	caer (tomber) - subjonctif imparfait	Conjugaison	Verbes irréguliers	9. Caer (tomber) : 2e groupe (beber)
esp_besch_0109	variation i/y	concluir (conclure)	Conjugaison	Verbes irréguliers	10. Concluir (conclure) : 3e groupe (vivir)
esp_besch_0110	(infinitif) &nbsp; &nbsp; &nbsp;concluir &nbsp; &nbsp;- &nbsp; &nbsp; haber concluido<div>(gérondif) &nbsp; &nbsp;concluyendo &nbsp; &nbsp; - &nbsp; habiendo concluido</div><div>(participe) &nbsp; concluido</div>	concluir (conclure) - formes non personnelles	Conjugaison	Verbes irréguliers	10. Concluir (conclure) : 3e groupe (vivir)
esp_besch_0111	concluyo<div>concluyes</div><div>concluye</div><div>concluimos</div><div>concluís</div><div>concluyen</div>	concluir (conclur) - indicatif présent	Conjugaison	Verbes irréguliers	10. Concluir (conclure) : 3e groupe (vivir)
esp_besch_0112	concluí<div>concluiste</div><div>concluyo</div><div>concluimos</div><div>concluistes</div><div>concluyeron</div>	concluir (conclure) &nbsp;- indicatif passé simple	Conjugaison	Verbes irréguliers	10. Concluir (conclure) : 3e groupe (vivir)
esp_besch_0113	concluya...	concluir (conclure) - subjonctif présent	Conjugaison	Verbes irréguliers	10. Concluir (conclure) : 3e groupe (vivir)
esp_besch_0114	concluyera/concluyese	concluir (conclure) - subjonctif imparfait	Conjugaison	Verbes irréguliers	10. Concluir (conclure) : 3e groupe (vivir)
esp_besch_0115	concluye (tú)<div>concluid (vosotros)</div>	concluir (conclure) - impératif	Conjugaison	Verbes irréguliers	10. Concluir (conclure) : 3e groupe (vivir)
esp_besch_0116	construir (construire), disminuir (diminuer), distribuir (distribuer), excluir (exclure), huir (fuir), incluir (inclure), instruir (instruire)	varient comme concluir (conclure)	Conjugaison	Verbes irréguliers	10. Concluir (conclure) : 3e groupe (vivir)
esp_besch_0117	variation en c/zc ; passé simple -duje	conducir (conduire)	Conjugaison	Verbes irréguliers	11. Conducir (conduire) : 3e groupe (vivir)
esp_besch_0118	conduzco<div>conduces</div><div>conduce</div><div>conducimos</div><div>conducís</div><div>conducen</div>	conducir (conduire) - indicatif présent	Conjugaison	Verbes irréguliers	11. Conducir (conduire) : 3e groupe (vivir)
esp_besch_0119	conduje<div>condujiste</div><div>condujo</div><div>condujimos</div><div>condujisteis</div><div>condujeron</div>	conducir (conduire) - indicatif passé simple	Conjugaison	Verbes irréguliers	11. Conducir (conduire) : 3e groupe (vivir)
esp_besch_0120	conduzca...	conducir (conduire) - subjonctif présent	Conjugaison	Verbes irréguliers	11. Conducir (conduire) : 3e groupe (vivir)
esp_besch_0121	condujera/condujese...	conducir (conduire) - subjonctif imparfait	Conjugaison	Verbes irréguliers	11. Conducir (conduire) : 3e groupe (vivir)
esp_besch_0122	deducir (déduire), introducir (introduire), producir (produire), reducir(réduire), seducir (séduire), traducir (traduire)	varient comme conducir	Conjugaison	Verbes irréguliers	11. Conducir (conduire) : 3e groupe (vivir)
esp_besch_0123	variation c/zc	conocer (connaître)	Conjugaison	Verbes irréguliers	12. Conocer (connaître) : 2e groupe (beber)
esp_besch_0124	conozco<div>conoces</div><div>conoce</div><div>conocemos</div><div>conocéis</div><div>conocen</div>	conocer (connaître) - indicatif présent	Conjugaison	Verbes irréguliers	13. Conocer (connaître) : 2e groupe (beber)
esp_besch_0125	conozca<div>conozcas</div><div>conozca</div><div>conozcamos</div><div>conozcáis</div><div>conozcan</div>	conocer (connaître) - subjonctif présent	Conjugaison	Verbes irréguliers	14. Conocer (connaître) : 2e groupe (beber)
esp_besch_0126	agradecer (remercier), carecer (manquer), parecer (paraître), placer (plaire), nacer (naître), merecer (mériter)	varient comme conocer	Conjugaison	Verbes irréguliers	15. Conocer (connaître) : 2e groupe (beber)
esp_besch_0127	doy<div>das</div><div>da</div><div>damos</div><div>dais</div><div>dan</div>	dar (donner) - indicatif présent	Conjugaison	Verbes irréguliers	13. Dar (donner) : 1er grouper (amar)
esp_besch_0128	di<div>diste</div><div>dio</div><div>dimos</div><div>disteis</div><div>dieron</div>	dar (donner) - passé simple	Conjugaison	Verbes irréguliers	13. Dar (donner) : 1er grouper (amar)
esp_besch_0129	dé<div>des</div><div>dé</div><div>demos</div><div>deis</div><div>den</div>	dar (donner) - subjonctif présent	Conjugaison	Verbes irréguliers	13. Dar (donner) : 1er grouper (amar)
