vendre	to sell [sold|sold]	Conjugaison	Principaux verbes irréguliers		93
envoyer	to send [sent|sent]	Conjugaison	Principaux verbes irréguliers		94
placer, fixer	to set [set|set]	Conjugaison	Principaux verbes irréguliers		95
coudre	to sew [sewed|sewn]	Conjugaison	Principaux verbes irréguliers		96
secouer	to shake [shook|shaken]	Conjugaison	Principaux verbes irréguliers		97
raser	to shave [shaved|shaven]	Conjugaison	Principaux verbes irréguliers		98
verser	to shed [shed|shed]	Conjugaison	Principaux verbes irréguliers		99
briller	to shine [shone|shone]	Conjugaison	Principaux verbes irréguliers		100
tirer, abattre	to shoot [shot|shot]	Conjugaison	Principaux verbes irréguliers		101
montrer	to show [showed|shown]	Conjugaison	Principaux verbes irréguliers		102
rétrécir	to shrink [shrank|shrunk]	Conjugaison	Principaux verbes irréguliers		103
chanter	to sing [sang|sung]	Conjugaison	Principaux verbes irréguliers		104
sombrer	to sink [sank|sunk]	Conjugaison	Principaux verbes irréguliers		105
massacrer	to slay [slew|slain]	Conjugaison	Principaux verbes irréguliers		106
dormir	to sleep [slep|slept]	Conjugaison	Principaux verbes irréguliers		107
glisser	to slide [slid|slid]	Conjugaison	Principaux verbes irréguliers		108
lancer	to fling [flung|flung]	Conjugaison	Principaux verbes irréguliers		109
fendre	to slit [slit|slit]	Conjugaison	Principaux verbes irréguliers		110
semer	to sow [sowed|sown]	Conjugaison	Principaux verbes irréguliers		111
parler	to speak [spoke|spoken]	Conjugaison	Principaux verbes irréguliers		112
aller très vite	to speed [sped|sped]	Conjugaison	Principaux verbes irréguliers		113
épeler	to spell [spelt|spelt]	Conjugaison	Principaux verbes irréguliers		114
passer, dépenser	to spend [spent|spent]	Conjugaison	Principaux verbes irréguliers		115
renverser	to spill [spilt|spilt]	Conjugaison	Principaux verbes irréguliers		116
filer, tournoyer	to spin [spun|spun]	Conjugaison	Principaux verbes irréguliers		117
cracher	to spit [spat|spat]	Conjugaison	Principaux verbes irréguliers		118
fendre, séparer	to split [split|split]	Conjugaison	Principaux verbes irréguliers		119
gâcher	to spoil [spoilt|spoilt]	Conjugaison	Principaux verbes irréguliers		120
étaler	to spread [spread|spread]	Conjugaison	Principaux verbes irréguliers		121
bondir	to spring [sprang|sprung]	Conjugaison	Principaux verbes irréguliers		122
voler, dérober	to steal [stole|stolen]	Conjugaison	Principaux verbes irréguliers		123
coller, mettre	to stick [stuck|stuck]	Conjugaison	Principaux verbes irréguliers		124
piquer	to sting [stung|stung]	Conjugaison	Principaux verbes irréguliers		125
sentir mauvais	to stink [stank|stunk]	Conjugaison	Principaux verbes irréguliers		126
marcher à grands pas	to stride [strode|stridden]	Conjugaison	Principaux verbes irréguliers		127
enfiler	to string [strung|strung]	Conjugaison	Principaux verbes irréguliers		128
jurer	to swear [swore|sworn]	Conjugaison	Principaux verbes irréguliers		129
balayer	to sweep [swept|swept]	Conjugaison	Principaux verbes irréguliers		130
enfler	to swell [swelled|swollen]	Conjugaison	Principaux verbes irréguliers		131
nager	to swim [swam|swum]	Conjugaison	Principaux verbes irréguliers		132
balancer	to swing [swung|swung]	Conjugaison	Principaux verbes irréguliers		133
prendre	to take [took|taken]	Conjugaison	Principaux verbes irréguliers		134
enseigner	to teach [taught|taught]	Conjugaison	Principaux verbes irréguliers		135
déchirer	to rend [rent|rent]	Conjugaison	Principaux verbes irréguliers		136
dire, raconter	to tell [told|told]	Conjugaison	Principaux verbes irréguliers		137
penser	to think [thought|thought]	Conjugaison	Principaux verbes irréguliers		138
lancer	to fling [flung|flung]	Conjugaison	Principaux verbes irréguliers		139
fouler aux pieds	to tread [trod|trodden]	Conjugaison	Principaux verbes irréguliers		140
comprendre	to understand [understood|understood]	Conjugaison	Principaux verbes irréguliers		141
entreprendre	to undertake [undertook|undertaken]	Conjugaison	Principaux verbes irréguliers		142
dérouler	to unwind [unwound|unwound]	Conjugaison	Principaux verbes irréguliers		143
boulerverser	to upset [upset|upset]	Conjugaison	Principaux verbes irréguliers		144
réveiller	to wake [woke|woken]	Conjugaison	Principaux verbes irréguliers		145
porter [vêtement]	to wear [wore|worn]	Conjugaison	Principaux verbes irréguliers		146
tisser	to weave [wove|woven]	Conjugaison	Principaux verbes irréguliers		147
pleurer	to weep [wept|wept]	Conjugaison	Principaux verbes irréguliers		148
gagner	to win [won|won]	Conjugaison	Principaux verbes irréguliers		149
enrouler	to wind [wound|wound]	Conjugaison	Principaux verbes irréguliers		150
retirer	to withdraw [withdrew|withdrawn]	Conjugaison	Principaux verbes irréguliers		151
résister à	to withstand [withstood|withstood]	Conjugaison	Principaux verbes irréguliers		152
tordre	to wring [wrung|wrung]	Conjugaison	Principaux verbes irréguliers		153
écrire	to write [wrote|written]	Conjugaison	Principaux verbes irréguliers		154
avoir soif	be thirsty	Conjugaison	Principaux verbes irréguliers		155
avoir tort	be wrong	Conjugaison	Principaux verbes irréguliers		156
dire	to say [said|said]	Conjugaison	Principaux verbes irréguliers		157
commencer	to begin [began|begun]	Conjugaison	Principaux verbes irréguliers		158
interdire	forbid [forbade|forbidden]	Conjugaison	Principaux verbes irréguliers		159
dire	to say [said|said]	Conjugaison	Principaux verbes irréguliers		160
envoyer	to send [sent|sent]	Conjugaison	Principaux verbes irréguliers		161
dessiner	to draw [drew|drawn]	Conjugaison	Principaux verbes irréguliers		162
étendre	to lay [laid|laid]	Conjugaison	Principaux verbes irréguliers		163
aller à cheval	to ride [rode|ridden]	Conjugaison	Principaux verbes irréguliers		164
placer	to set [set|set]	Conjugaison	Principaux verbes irréguliers		165
passer	to spend [spent|spent]	Conjugaison	Principaux verbes irréguliers		166
filer	to spin [spun|spun]	Conjugaison	Principaux verbes irréguliers		167
voler	to steal [stole|stolen]	Conjugaison	Principaux verbes irréguliers		168
coller	to stick [stuck|stuck]	Conjugaison	Principaux verbes irréguliers		169
à la télévision	on television	Du français à l'anglais			170
"<span style=""background-color: rgb(169, 109, 6)"">As-tu rencontré l'homme dont je t'ai parlé?</span>"	Have you met the man I told you about?	Du français à l'anglais			171
Elvis Presley a vécu à Memphis, aux États-Unis.	Elvis Presley lived in Memphis, in the United States.	Du français à l’anglais			172
Ils se sont rencontrés à l'université.	They met at university.	Du français à l’anglais			173
Je t'attendrai à l'arrêt de bus.	I'll wait for you at the bus stop.	Du français à l’anglais			174
Assieds-toi à ma gauche.	Sit on my left, will you?	Du français à l’anglais			175
Il va à la piscine le lundi.	He goes to swimming pool on Mondays.	Du français à l’anglais			176
Les cours commencent à huit heures.	Classes start at eight.	Du français à l’anglais			177
Je ne sais pas où il sera à Noël.	I don't know where he will be at Chrismas.	Du français à l’anglais			178
Est-ce que cet arbre perd ses feuilles à l'automne?	Does this tree shed its leaves in autumn?	Du français à l’anglais			179
Shakespeare est né au 16ème siècle.	Shakespeare was born in the sixteenth century.	Du français à l’anglais			180
à la radio	on the radio	Du français à l’anglais			181
à pied	on foot	Du français à l’anglais			182
Elle est toujours d'accord avec lui.	She always agrees with him	Du français à l’anglais			183
Je ne suis pas d'accord avec eux.	I don't agree with them.	Du français à l’anglais			184
Ils sont tous d'accord pour dire que ça a été un échec.	They all agree that it was a failure.	Du français à l’anglais			185
A-t-il été d'accord avec ta proposition?	Did he agree to your proposal?	Du français à l’anglais			186
Il va souvent aux États-Unis.	He often goes to the United States.	Du français à l’anglais			187
Je suis allée en Alaska il y a dix ans.	I went to Alaska ten year ago.	Du français à l’anglais			188
Où es-tu allé?	Where have you been?	Du français à l’anglais			189
"""Où est-il? - il est allé à la poste."""	"""Where is he?"" "" he has gone to the post office."""	Du français à l’anglais			190
J'aimerais aller faire des courses avec elle.	I'd like to go shopping with her.	Du français à l’anglais			191
Tu vas encore être en retard.	You're going to be late again.	Du français à l’anglais			192
Ils arriveront à New York demain.	They will arrive in New York tomorrow.	Du français à l’anglais			193
Ils arriveront à l'aéroport Kennedy.	They will arrive at JFK airport.	Du français à l’anglais			194
Il est arrivé quelque chose de bizzare hier.	Something strange happened yesterday.	Du français à l’anglais			195
Ça peut arriver à n'importe qui.	It can happen to anyone.	Du français à l’anglais			196
Elle n'arrive pas encore à s'habiller seule.	She can't dress herself yet.	Du français à l’anglais			197
J'arriverai à ne pas être à découvert à la fin du mois.	I'll manage to stay in the black at the end of the month.	Du français à l’anglais			198
Arrivera-t-on à trouver un médicament contre le cancer?	Will they succeed in finding a cure against cancer?	Du français à l’anglais			199
L'eau n'est pas assez chaude.	The water is not warm enough.	Du français à l’anglais			200
Il parlait assez fort pour que je l'entende.	He spoke loud enough for me to hear him.	Du français à l’anglais			201
Ce livre est assez intéressant.	This book is quite interesting.	Du français à l’anglais			202
Elle m'a raconté une histoire assez incroyable.	She has told me quite an incredible story.	Du français à l’anglais			203
On s'est levés assez tôt, alors on est plutôt fatigués.	We got up pretty early, so we are rather tired.	Du français à l’anglais			204
C'est une idée assez bête.	It's rather stupid idea.	Du français à l’anglais			205
Vos résultats sont assez bons mais ils pourraient être meilleurs.	Your results are fairly good but they could be better.	Du français à l’anglais			206
Elle chante assez bien mais ce n'est pas une professionnelle.	She sings fairly well but she is not professional.	Du français à l’anglais			207
Est-ce qu'on a assez de temps pour passer au bureau?	Do we have enough time to call at the office?	Du français à l’anglais			208
J'en ai assez de leurs revendications!	I've had enough of their demands!	Du français à l’anglais			209
Tu m'as attendu combien de temps?	How long did you wait for me?	Du français à l’anglais			210
J'attends sa réponse.	I am waiting for his answer.	Du français à l’anglais			211
Elle attend un bébé pour le 8 décembre.	She's expecting a baby for December 8th.	Du français à l’anglais			212
Je n'attendais pas un tel cadeau de sa part.	I did not expect such a lovely present from him.	Du français à l’anglais			213
Ils ont attendu que Jimmy parte.	They waited for Jimmy to leave.	Du français à l’anglais			214
Tout le monde s'attend à ce que Mark revienne.	Everybody expects Mark to come back.	Du français à l’anglais			215
Je n'ai pris aucune photo.	I didn't take any photos.	Du français à l’anglais			216
Je n'ai pris aucune photo.	I didn't take any photos.	Du français à l’anglais			217
Je n'ai pris absolument aucune photo.	I didn't take any photos at all.	Du français à l’anglais			218
"""Y a-t-il un message? - Aucun."""	"""Is there a message?"" ""None"""	Du français à l’anglais			219
Aucun de ces régimes ne lui convient.	None of these diets suit him.	Du français à l’anglais			220
Tu as fait ça sans aucune aide?	Did you do it without any help?	Du français à l’anglais			221
Je ne pensais pas qu'il m'aimait autant.	I didn't think he loved me so much.	Du français à l’anglais			222
Il a pris beaucoup de photos. Je ne pensais pas qu'il en prendrait autant.	He has taken lots of pictures. I didn't think he would take so many.	Du français à l’anglais			223
Essaie d'en faire autant.	Try to do the same.	Du français à l’anglais			224
Essaie d'en faire autant.	Try to do the same.	Du français à l’anglais			225
Je ne m'attendais pas à ce qu'il montre autant de courage.	I did not expect him to show so much courage.	Du français à l’anglais			226
Pourquoi as-tu acheté autant de livres?	Why did you buy so many books?	Du français à l’anglais			227
Why did you buy such a lot of books?	Pourquoi as-tu acheté autant de livres?	Du français à l’anglais			228
Prends autant de temps que tu veux.	Take as much time as you like.	Du français à l’anglais			229
Est-ce qu'il y avait autant de gens qu'hier au stade?	Were there as many people at the stadium as yesterday?	Du français à l’anglais			230
Elle n'a pas autant d'argent de poche.	She hasn't got so much pocket money.	Du français à l’anglais			231
Elle n'achète pas autant de DVD que son frère.	She does not buy so many DVDs as her brother.	Du français à l’anglais			232
Le chroniqueur du Times a fait l'éloge de ce concert, d'autres critiques l'ont démoli.	The Times columnist praised this concert, other critics tore it to pieces.	Du français à l’anglais			233
Pourquoi est-ce que tu n'essaies pas un autre jour?	Why don't you try another day?	Du français à l’anglais			234
On voudrait deux autres express, s'il vous plaît.	We'd like two more espressos, please.	Du français à l’anglais			235
Est-ce que je peux faire autre chose pour t'aider?	Can I do anything else to help you?	Du français à l’anglais			236
Je voudrais aller autre part.	I'd like to go somewhere else.	Du français à l’anglais			237
Il n'y a pas d'autre chemin pour y aller.	There is no other way to get there.	Du français à l’anglais			238
Je n'avais pas d'autres chaussures à mettre.	I had no other shoes to wear.	Du français à l’anglais			239
Ce parapluie est cassé, prends-en un autre.	This umbrella is broken, take another one.	Du français à l’anglais			240
Un de ses fils vit aux Étas-Unis, l'autre vit en france.	One of his sons lives in the United States, the other one lives in France.	Du français à l’anglais			241
Ces gâteaux sont faits maison, j'ai acheté les autres au supermarché.	These cakes are home-made, I bought the others at the supermarket.	Du français à l’anglais			242
Certains étudiants écoutaient, d'autres discutaient.	Some students were listening, others were chatting.	Du français à l’anglais			243
Il croit toujours que ce sont les autres qui ont tort.	He always thinks other people are wrong.	Du français à l’anglais			244
Mes deux chats ont peur l'un de l'autre.	My two cats are afraid of each other.	Du français à l’anglais			245
Demande à quelqu'un d'autre.	Ask someone else.	Du français à l’anglais			246
Personne d'autre que lui n'a le code d'accès.	Nobody else but him has the entry code.	Du français à l’anglais			247
Tu n'as rien d'autre à faire que de regarder la télévision?	Don't you have anything else to do but watch TV?	Du français à l’anglais			248
Je n'ai rien acheter d'autre que du fromage.	I've bought nothing else but cheese.	Du français à l’anglais			249
Merci beaucoup d'être venu.	Thank you very much for coming.	Du français à l’anglais			250
Il voyage beaucoup.	He travels a great deal.	Du français à l’anglais			251
Il voyage beaucoup.	He travels a great deal.	Du français à l’anglais			252
la perspicacité	perspicacity	Du français à l’anglais			253
une chambre d’amis	a spare room	Du français à l’anglais			254
to invest	placer de l'argent	Du français à l’anglais			255
Beaucoup pensaient qu'il était mort.	Many thought he was dead.	Du français à l’anglais			256
Est-ce qu'il passe beaucoup de temps à faire la cuisine?	Does he spend much time cooking?	Du français à l’anglais			257
Il n'y a pas eu beaucoup de visiteurs étrangers.	There were not many foreign visitors.	Du français à l’anglais			258
Beaucoup de gens pensent qu'il a raison.	Lots of people think he is right.	Du français à l’anglais			259
Il dépense beaucoup d'argent à acheter des livres.	He spends a great amount of money on books.	Du français à l’anglais			260
Beaucoup de téléspectateurs ont été déçus par la nouvelle émission.	A large number of viewers were disappointed by the new programme.	Du français à l’anglais			261
Regarder la télévision tous les dimanches, c'est abrutissant.	Watching TV all Sunday is mind-numbing.	Du français à l’anglais			262
C'était la plus jolie fille qu'il ait jamais rencontrée.	She was the most attractive girl he had ever met.	Du français à l’anglais			263
Qui a gagné le concours? C'est Larry.	Who won the contest? Larry did.	Du français à l’anglais			264
Qui a gagné le concours? C'est lui.	Who won the contest? He did.	Du français à l’anglais			265
C'est encore loin?	Is it still a long way?	Du français à l’anglais			266
C'est l'heure de partir.	It's time to go now.	Du français à l’anglais			267
C'est difficile de se garer dans cette rue.	It's difficult to park in this street.	Du français à l’anglais			268
Tu continues à fumer. C'est irritant.	You keep smoking. It is annoying.	Du français à l’anglais			269
Je ne voulais pas le blesser, c'est pourquoi je lui ai menti.	I didn't want to hurt his feelings. That's why I lied to him.	Du français à l’anglais			270
Je ne crois pas ce qu'il dit.	I don't believe what he says.	Du français à l’anglais			271
Tout ce que je sais, c'est qu'il est parti à 5 heures.	All I know is that he left at 5.	Du français à l’anglais			272
Elle approuve tout ce qu'il dit.	She agrees with everything he says.	Du français à l’anglais			273
Il m'a envoyé une gerbe de roses, ce que j'ai beaucoup apprécié.	He sent me a bunch of roses, which I enjoyed a great deal.	Du français à l’anglais			274
Ce qui me plaît le plus chez elle, c'est qu'elle est toujours de bonne humeur.	What I like most about her is that she's always good-humoured.	Du français à l’anglais			275
Tout ce qui brille n'est pas d'or.	All that glitters is not gold.	Du français à l’anglais			276
Tout ce qui s'est passé doit rester secret.	Everything that happened must remain secret.	Du français à l’anglais			277
Il a dit qu'il n'avait pas d'argent, ce qui est faux.	He said he had no money, wich is wrong.	Du français à l’anglais			278
À table! J’ai mis le couvert pour quatre.	Dinner is ready! I set the table for four.	Du français à l’anglais			279
Chaque minute qui passe nous rapproche du but.	With each minute, we are drawing closer to the goal.	Du français à l’anglais			280
Je le vois chaque semaine.	I see him every week.	Du français à l’anglais			281
Il est chez son amie.	He is at his grilfriend's place.	Du français à l’anglais			282
Je suis restée deux jours chez lui.	I spent two days at his place.	Du français à l’anglais			283
Il aime rester chez lui.	He likes staying at home.	Du français à l’anglais			284
Faites comme chez vous.	Make yourself at home.	Du français à l’anglais			285
J'allais chez le dentiste quand je l'ai rencontré.	I was going to the dentist's surgery when I met him.	Du français à l’anglais			286
J'irai chez les Martin en voiture.	I'll drive to the Martins' place.	Du français à l’anglais			287
Nous sommes rentrés chez nous à deux heures du matin.	We went back home at two o'clock in the morning.	Du français à l’anglais			288
Si tu n'es pas content, rentre chez toi.	If you're not pleased, go home.	Du français à l’anglais			289
Ça m'a pris trois heures d'aller de chez Terry à l'aéroport.	It took me three hours to go from Terry's place to the airport.	Du français à l’anglais			290
Je me sens loin de chez moi.	I feel a long way from home.	Du français à l’anglais			291
Combien pèse ce chargement?	How heavy is this load?	Du français à l’anglais			292
Combien y-a-t-il entre New York et Los Angeles?	How far is it from New York to L.A. ?	Du français à l’anglais			293
Combien mesure le plus haut gratte-ciel du monde?	How tall is the world's tallest skyscraper?	Du français à l’anglais			294
Tu as attendu combien de temps?	How long did you wait?	Du français à l’anglais			295
Combien as-tu dépensé?	How much did you spend?	Du français à l’anglais			296
Je me demande combien de lait il faut dans cette recette.	I wonder how much milk is needed for this recipe.	Du français à l’anglais			297
Tu as besoin de combien de temps encore?	How much more time do you need?	Du français à l’anglais			298
Combien de cartouches d'encre doit-on acheter?	How many ink cartridges should we buy?	Du français à l’anglais			299
Combien de fois faut-il que je le répète?	How many times shall I have to repeat it?	Du français à l’anglais			300
Tous les combien vas-tu la voir?	How often do you visit her?	Du français à l’anglais			301
Elle vit dans une petite maison, dans un petit village du Yorkshire.	She lives in a cottage, in a small Yorkshire village.	Du français à l’anglais			302
Ils sont dans une situation catastrophique.	They are in dire straights.	Du français à l’anglais			303
Le chèque était dans une enveloppe adressée à Brian.	The cheque was inside an envelope addressed to Brian.	Du français à l’anglais			304
Va dans la salle de bains pour te laver les mains.	Go to the bathroom to wash your hands.	Du français à l’anglais			305
Je l'ai vu se précipiter dans le pub.	I saw him rush into the pub.	Du français à l’anglais			306
Je le recevrai dans deux heures.	I'll see him in two hours.	Du français à l’anglais			307
Elle devrait être ici dans quelques minutes.	She should be here in a few minutes.	Du français à l’anglais			308
Cette chanson était très à la mode dans les années 60.	This song was all the rage in the 60s.	Du français à l’anglais			309
Tu devrais recevoir les résultats dans les 24 heures.	You should get the results within 24 hours.	Du français à l’anglais			310
Il faut que je retire de l'argent avant de partir.	I must withdraw some money before leaving.	Du français à l’anglais			311
Tu veux des frites?	Would you like some chips?	Du français à l’anglais			312
Vous avez des questions?	Do you have any questions?	Du français à l’anglais			313
Je mange des pommes tous les jours.	I eat apples every day.	Du français à l’anglais			314
J'ai oublié d'acheter de la lessive.	I've forgotten to buy washing powder.	Du français à l’anglais			315
Je n'ai pas d'avis sur cette question.	I do not have any opinions on the matter.	Du français à l’anglais			316
Ce concert sera retransmis en direct depuis Londres.	This concert will be broadcast live from London.	Du français à l’anglais			317
Ils vendent des livres depuis deux jusqu'à 500 euros.	They sell books from two to 500 euros.	Du français à l’anglais			318
Je ne l'ai pas vue depuis le 6 mai.	I have not seen her since May 6th.	Du français à l’anglais			319
Je ne l'ai pas vue depuis l'été dernier.	I have not seen her since last summer.	Du français à l’anglais			320
Le photocopieur est en panne depuis une semaine.	The photocopier has been out of order for a week.	Du français à l’anglais			321
Elle travaillait dans cette entreprise depuis dix ans lorsqu'elle a décidé de changer de cap.	She had been working for this firm for ten years when she decided to change course.	Du français à l’anglais			322
Il est grognon depuis qu'il est sorti du lit.	He has been grumpy since he got out of bed.	Du français à l’anglais			323
Elle se sent beaucoup mieux depuis qu'elle vit à la campagne.	She has felt far better since she has been living in the country.	Du français à l’anglais			324
Depuis combien de temps est-il à l'hôpital?	How long has he been in hospital?	Du français à l’anglais			325
Depuis combien de temps vivait-il en Chine lorsqu'il a émigré?	How long had he been in China when he decided to emigrate?	Du français à l’anglais			326
Depuis combien de temps Kennedy est-il mort?	How long is it since J F Kennedy died?	Du français à l’anglais			327
La voiture de devant a brûlé le feu rouge.	The car in front has gone through the red light.	Du français à l’anglais			328
Je n'ai rien vu parce qu'il était assis devant moi.	I could not see anything because he was sitting in front of me.	Du français à l’anglais			329
La voiture est devant la maison.	The car is outside the house.	Du français à l’anglais			330
J'entendais bien, j'avais une place devant.	I could hear very well, I had a seat at the front.	Du français à l’anglais			331
Va t'asseoir devant.	Go and sit in the front.	Du français à l’anglais			332
Va t'asseoir à l'avant de la voiture.	Go and sit in the front of the car.	Du français à l’anglais			333
Je passe en voiture devant chez lui tous les jours.	I drive past his house every day.	Du français à l’anglais			334
Elle est devant dans les sondages.	She is ahead in the polls.	Du français à l’anglais			335
Nous sommes loin devant nos concurrents.	We are far ahead of our competitors.	Du français à l’anglais			336
Combien est-ce que je vous dois?	How much do I owe you?	Du français à l’anglais			337
Notre retard est dû aux grêves.	Our being late is due to the strikes.	Du français à l’anglais			338
